BANKSY/config_default	BANKSY/config_dlpfc	BANKSY/config_github	BANKSY/config_starmap	BayesSpace/config_1	BayesSpace/config_default	BayesSpace/config_melanoma	BayesSpace/config_scc	CellCharter/config_1	CellCharter/config_2	CellCharter/config_default	CellCharter/config_dlpfc	DRSC/config_FindSVGs	DRSC/config_FindVariableFeatures	DRSC/config_all_genes	DRSC/config_default	GraphST/config_1	GraphST/config_2	GraphST/config_default	GraphST/config_dlpfc	SEDR/config_1	SEDR/config_2	SEDR/config_default	SEDR/config_dlpfc	STAGATE/config_1	STAGATE/config_default	STAGATE/config_slide_stereo	STAGATE/config_starmap	SpaceFlow/config_1	SpaceFlow/config_2	SpaceFlow/config_3	SpaceFlow/config_default	bass/config_1	bass/config_default	bass/config_dlpfc	bass/config_starmap	precast/config_1	precast/config_BC	precast/config_default	precast/config_dlpfc	scanpy/config_leiden_1	scanpy/config_leiden_2	scanpy/config_leiden_3	scanpy/config_leiden_4	scanpy/config_louvain_1	scanpy/config_louvain_2	scanpy/config_louvain_3	scanpy/config_louvain_4	seurat/config_leiden_1	seurat/config_leiden_2	seurat/config_leiden_3	seurat/config_leiden_4	seurat/config_louvain_1	seurat/config_louvain_2	seurat/config_louvain_3	seurat/config_louvain_4	spaGCN/config_1	spaGCN/config_2	spaGCN/config_3	spaGCN/config_default	stardust/config_1	stardust/config_2	stardust/config_default	stardust/config_tutorial
libd_dlpfc	Br8100_151674	2161.89	1085.7	6285.43	1831.3	1962.44	4253.45	4204.79	1959.25	732.95	746.64	585.62	1022.9	1171.77	1060.74	3877.41	1796.71	1362.12	1276.8	1313.5	1310.33	1359.6	1178.59	2001.72	2107.49	1050.03	1152.05	1196.14	1611.46	1371.55	1286.25	1487.2	1554.82	2604.66	2598.56	3991.0	2589.27	1775.23	1995.17	1964.1	1540.98	881.62	870.84	760.13	768.19	748.21	756.11	721.62	734.14	2766.24	2087.85	2726.97	2103.15	1364.56	2639.13	1257.91	1365.93	495.0	967.88	1205.59	493.64	4806.63	4836.61	4526.09	4981.37
libd_dlpfc	Br5292_151507	4382.98	1183.96	6218.64	4354.19	1876.89	4457.3	4441.59	1879.76	753.21	685.5	755.25	871.41	1059.51	1014.93	3952.18	1552.97	1461.76	1453.46	1436.84	1431.9	1865.9	2055.2	1288.16	2153.2	1180.99	1187.6	1212.87	1756.04	1386.54	1489.47	1509.29	1011.44	2688.97	2906.86	4674.3	2775.41	994.82	2145.77	2274.09	1718.33	153.18	753.81	743.24	783.72	746.97	777.2	127.02	227.61	2659.74	2397.75	2542.98	2442.87	2149.18	2160.75	1203.99	2136.89	1104.99	1095.11	1095.94	631.59	4117.31	5468.66	4883.35	4176.3
libd_dlpfc	Br5595_151672	4328.43	1371.09	6132.46	1757.65	1843.89	4331.57	4289.29	1875.54	779.37	779.4	779.71	874.61	1014.98	1014.95	3399.04	1710.95	1364.24	1446.43	1332.43	1364.95	1079.94	1129.75	1177.84	2035.91	1343.41	1180.68	1309.06	1692.21	1304.25	1439.01	1496.7	1587.41	2331.18	2751.25	4442.99	2740.18	1121.17	2071.5	1989.46	1118.39	751.29	765.31	765.12	767.17	1159.69	765.23	758.7	749.24	2672.99	2492.22	2586.41	2547.02	1320.54	1267.7	1317.41	1323.03	1023.39	1111.15	436.42	1112.55	4153.32	4789.6	4676.68	4376.55
libd_dlpfc	Br8100_151675	1022.39	1090.77	5540.59	2008.93	1806.11	8767.57	3982.48	1824.65	763.93	765.72	779.28	874.26	990.11	990.08	2802.9	1594.8	1212.53	1247.28	1206.57	1185.39	1040.51	1130.89	412.94	1499.6	1385.9	1242.96	1156.71	1578.27	1391.5	1501.66	1344.71	1355.64	2396.37	2681.25	3580.98	2676.08	1133.59	2107.97	1873.7	1645.11	671.53	685.26	693.97	694.4	679.16	704.89	708.41	685.28	2402.32	2415.27	2410.48	2399.27	1207.97	1279.05	1254.68	1195.73	467.61	405.37	1040.79	1035.14	3793.2	4274.4	3887.07	4570.24
libd_dlpfc	Br5595_151670	1611.57	1965.85	5250.81	3087.84	1784.55	7530.5	8472.45	1732.23	740.82	874.73	780.4	873.24	1001.53	919.91	2599.54	1586.23	1179.57	1195.71	1178.73	1182.12	1773.04	1297.09	1426.14	1012.1	1237.88	1260.44	1216.62	1495.5	1539.11	1476.07	1321.84	1549.55	2447.93	2449.57	3666.7	2552.91	781.15	1847.93	1861.73	1508.73	664.54	685.5	668.11	687.05	678.63	662.52	676.5	678.53	2456.66	2385.15	2549.51	2400.78	1237.48	1240.88	1192.2	1198.1	642.68	634.89	988.82	659.24	3737.5	4055.01	4531.57	4169.7
libd_dlpfc	Br5595_151671	4504.91	1078.13	6367.65	4517.33	1906.61	4449.93	5893.56	1917.33	796.9	847.91	881.61	877.45	952.5	1043.36	3432.62	1631.29	1402.42	1423.64	1404.81	1407.39	928.84	1653.77	1255.5	1147.86	1378.05	1463.35	1224.21	1741.31	1394.68	1314.02	1319.14	1386.83	2457.69	2673.06	4560.59	2520.82	1142.06	2083.83	2286.24	1207.03	783.51	786.47	194.79	774.53	771.38	772.25	774.57	759.88	2689.68	2560.21	2629.34	2558.16	1279.93	1262.27	1341.69	2169.95	450.55	893.29	441.47	468.86	4949.18	4519.86	4229.43	4904.73
libd_dlpfc	Br5292_151509	4979.4	1523.41	5606.01	5042.98	1981.2	4949.85	9899.08	2011.95	801.27	775.25	975.02	872.42	1715.81	1185.76	3631.41	1797.62	1661.89	1711.04	1650.9	1656.93	2019.59	2284.47	2360.09	2436.52	1358.55	1319.46	1260.99	1869.76	1427.26	1363.79	1349.7	1410.42	2846.63	3380.16	5023.46	2800.71	1550.11	2329.5	2018.05	1783.45	873.0	1148.48	855.02	872.89	867.14	873.18	839.85	857.09	3241.96	3264.99	3257.64	3270.08	3268.75	3271.45	3293.27	3252.25	1216.49	1228.34	1215.99	1213.27	4582.02	5376.79	5584.96	4739.14
libd_dlpfc	Br5292_151510	4739.32	2199.21	6977.14	4743.2	2040.95	9720.59	10417.12	2009.56	889.94	826.85	744.78	883.07	1697.95	986.14	4174.74	1767.03	1690.87	1629.98	1592.57	1618.65	1189.21	1788.62	1788.79	2313.83	1311.53	1406.66	1369.67	2001.38	1443.27	1342.29	1336.65	1428.82	2859.74	3042.77	4513.96	2625.95	1575.82	1935.11	2083.29	2026.34	1101.39	835.7	826.82	826.73	840.79	840.78	824.68	836.85	3549.97	3494.54	3553.76	3526.75	3499.73	1312.3	3521.46	3482.63	1164.28	419.68	1164.56	1177.05	5182.69	5019.69	4679.59	5677.46
libd_dlpfc	Br8100_151676	1036.14	1319.26	5436.71	3861.35	1793.74	3936.13	3900.1	1793.46	764.36	768.41	805.68	868.28	999.95	999.95	3141.12	1673.61	1180.95	1180.13	1152.34	1162.77	1407.29	947.96	1473.76	1460.56	1274.78	1251.89	1220.79	1650.3	1388.88	1489.82	1317.39	1379.79	2266.21	2262.13	3732.23	2483.81	1100.0	1985.33	1942.34	1540.71	159.87	685.82	696.59	697.27	948.68	679.75	202.79	691.45	2496.33	2416.7	2432.6	2466.07	1187.18	1318.58	1223.13	1261.22	1031.0	473.54	1007.43	1027.74	3960.87	4364.62	3979.87	4191.41
libd_dlpfc	Br8100_151673	1799.28	1150.35	5894.77	4209.0	1929.59	6598.2	4164.39	1954.28	866.86	888.95	794.67	861.0	835.72	1123.39	3034.81	1654.88	1333.02	1266.43	1333.9	1291.71	1436.25	1198.2	1887.46	1148.77	1212.38	1326.73	1122.45	1663.05	1417.45	1233.46	1328.65	1389.7	2568.28	2712.54	3961.44	2567.3	1081.36	2073.36	2024.55	1675.73	713.0	718.94	733.0	719.0	688.39	715.71	732.95	707.54	2370.71	3100.45	2987.83	2905.07	1304.41	3056.61	1306.42	1304.5	1108.96	1074.3	1116.82	1105.46	3963.31	3945.33	4683.28	3950.53
